Major Group,Minor Group,Broad Group,Detailed Occupation,Occupation Name,Group,Major Name,Minor Name,Broad Name,Description,Sample of reported job titles
49-0000,49-9000.00,49-9090.00,49-9094.00,Locksmiths and Safe Repairers,Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers",Repair and open locks; make keys; change locks and safe combinations; and install and repair safes.,
49-0000,49-9000.00,49-9090.00,49-9095.00,Manufactured Building and Mobile Home Installers,Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers",Move or install mobile homes or prefabricated buildings.,
49-0000,49-9000.00,49-9090.00,49-9096.00,Riggers,Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers","Set up or repair rigging for construction projects, manufacturing plants, logging yards, ships and shipyards, or for the entertainment industry.",
49-0000,49-9000.00,49-9090.00,49-9097.00,Signal and Track Switch Repairers,Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers","Install, inspect, test, maintain, or repair electric gate crossings, signals, signal equipment, track switches, section lines, or intercommunications systems within a railroad system.",
49-0000,49-9000.00,49-9090.00,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers","Help installation, maintenance, and repair workers in maintenance, parts replacement, and repair of vehicles, industrial machinery, and electrical and electronic equipment. Perform duties such as furnishing tools, materials, and supplies to other workers; cleaning work area, machines, and tools; and holding materials or tools for other workers.",
49-0000,49-9000.00,49-9090.00,49-9099.00,"Installation, Maintenance, and Repair Workers, All Other",Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers","All installation, maintenance, and repair workers not listed separately.",
49-0000,49-9000.00,49-9090.00,49-9099.01,Geothermal Technicians,Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers","Perform technical activities at power plants or individual installations necessary for the generation of power from geothermal energy sources. Monitor and control operating activities at geothermal power generation facilities and perform maintenance and repairs as necessary. Install, test, and maintain residential and commercial geothermal heat pumps.",
51-0000,51-0000.00,51-0000.00,51-0000.00,Production Occupations,Major,Major Group,Major Group,Major Group,"Involve manufacturing and processing goods. Workers operate machinery, assemble products, inspect output, and ensure quality in industries such as food processing, metal fabrication, and electronics.",
51-0000,51-1000.00,51-1000.00,51-1000.00,Supervisors of Production Workers,Main,Production Occupations,Minor Group,Minor Group,"This category includes supervisors who oversee and coordinate the activities of production workers in various industries. They are responsible for ensuring the efficient operation of production processes, maintaining quality standards, and managing the workforce. Supervisors in this category may work in manufacturing plants, factories, or production facilities across different sectors.",
51-0000,51-1000.00,51-1010.00,51-1010.00,First-Line Supervisors of Production and Operating Workers,Titled,Production Occupations,Supervisors of Production Workers,Broad Group,"Oversee and coordinate the operations of production workers in manufacturing plants. Schedule tasks, monitor workflow, and meet production goals.",
51-0000,51-1000.00,51-1010.00,51-1011.00,First-Line Supervisors of Production and Operating Workers,Role,Production Occupations,Supervisors of Production Workers,First-Line Supervisors of Production and Operating Workers,"Directly supervise and coordinate the activities of production and operating workers, such as inspectors, precision workers, machine setters and operators, assemblers, fabricators, and plant and system operators.",
51-0000,51-2000.00,51-2000.00,51-2000,Assemblers and Fabricators,Main,Production Occupations,Minor Group,Minor Group,"Assemblers and Fabricators are responsible for assembling and constructing various products and components. They work in industries such as manufacturing, electronics, automotive, and aerospace, where they use tools, machines, and manual labor to assemble parts, perform quality control, and ensure products meet specifications.",
51-0000,51-2000.00,51-2010.00,51-2010.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Titled,Production Occupations,Assemblers and Fabricators,Broad Group,"Assemble, fit, and install parts of aircraft frames, control systems, or surfaces. Use hand tools, read blueprints, and inspect finished components for accuracy.",
51-0000,51-2000.00,51-2010.00,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Role,Production Occupations,Assemblers and Fabricators,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Assemble, fit, fasten, and install parts of airplanes, space vehicles, or missiles, such as tails, wings, fuselage, bulkheads, stabilizers, landing gear, rigging and control equipment, or heating and ventilating systems.",
51-0000,51-2000.00,51-2020.00,51-2020.00,"Electrical, Electronics, and Electromechanical Assemblers",Titled,Production Occupations,Assemblers and Fabricators,Broad Group,"Assemble or modify electrical or electronic equipment. May connect wires, mount components, or solder parts onto circuit boards.",
51-0000,51-2000.00,51-2020.00,51-2021.00,"Coil Winders, Tapers, and Finishers",Role,Production Occupations,Assemblers and Fabricators,"Electrical, Electronics, and Electromechanical Assemblers","Wind wire coils used in electrical components, such as resistors and transformers, and in electrical equipment and instruments, such as field cores, bobbins, armature cores, electrical motors, generators, and control equipment.",
51-0000,51-2000.00,51-2020.00,51-2022.00,Electrical and Electronic Equipment Assemblers,Role,Production Occupations,Assemblers and Fabricators,"Electrical, Electronics, and Electromechanical Assemblers","Assemble or modify electrical or electronic equipment, such as computers, test equipment telemetering systems, electric motors, and batteries.",
51-0000,51-2000.00,51-2020.00,51-2023.00,Electromechanical Equipment Assemblers,Role,Production Occupations,Assemblers and Fabricators,"Electrical, Electronics, and Electromechanical Assemblers","Assemble or modify electromechanical equipment or devices, such as servomechanisms, gyros, dynamometers, magnetic drums, tape drives, brakes, control linkage, actuators, and appliances.",
51-0000,51-2000.00,51-2030.00,51-2030.00,Engine and Other Machine Assemblers,Titled,Production Occupations,Assemblers and Fabricators,Broad Group,"Construct, fit, or assemble engines or machinery for vehicles, generators, or industrial equipment. Follow technical diagrams and test final products.",
51-0000,51-2000.00,51-2030.00,51-2031.00,Engine and Other Machine Assemblers,Role,Production Occupations,Assemblers and Fabricators,Engine and Other Machine Assemblers,"Construct, assemble, or rebuild machines, such as engines, turbines, and similar equipment used in such industries as construction, extraction, textiles, and paper manufacturing.",
51-0000,51-2000.00,51-2040.00,51-2040.00,Structural Metal Fabricators and Fitters,Titled,Production Occupations,Assemblers and Fabricators,Broad Group,"Fabricate, position, align, and fit metal parts to form structural frameworks. Weld, bolt, or rivet sections, and measure for accuracy.",
51-0000,51-2000.00,51-2040.00,51-2041.00,Structural Metal Fabricators and Fitters,Role,Production Occupations,Assemblers and Fabricators,Structural Metal Fabricators and Fitters,"Fabricate, position, align, and fit parts of structural metal products.",
51-0000,51-2000.00,51-2090.00,51-2090.00,Miscellaneous Assemblers and Fabricators,Titled,Production Occupations,Assemblers and Fabricators,Broad Group,Combine parts or pieces to form products in manufacturing not categorized under other assembler/fabricator roles. May involve operating machines or using hand tools.,
51-0000,51-2000.00,51-2090.00,51-2091.00,Fiberglass Laminators and Fabricators,Role,Production Occupations,Assemblers and Fabricators,Miscellaneous Assemblers and Fabricators,"Laminate layers of fiberglass on molds to form boat decks and hulls, bodies for golf carts, automobiles, or other products.",
51-0000,51-2000.00,51-2090.00,51-2092.00,Team Assemblers,Role,Production Occupations,Assemblers and Fabricators,Miscellaneous Assemblers and Fabricators,Work as part of a team having responsibility for assembling an entire product or component of a product. Team assemblers can perform all tasks conducted by the team in the assembly process and rotate through all or most of them rather than being assigned to a specific task on a permanent basis. May participate in making management decisions affecting the work. Includes team leaders who work as part of the team.,
51-0000,51-2000.00,51-2090.00,51-2093.00,Timing Device Assemblers and Adjusters,Role,Production Occupations,Assemblers and Fabricators,Miscellaneous Assemblers and Fabricators,"Perform precision assembling, adjusting, or calibrating, within narrow tolerances, of timing devices such as digital clocks or timing devices with electrical or electronic components.",
51-0000,51-2000.00,51-2090.00,51-2099.00,"Assemblers and Fabricators, All Other",Role,Production Occupations,Assemblers and Fabricators,Miscellaneous Assemblers and Fabricators,All assemblers and fabricators not listed separately.,
